Results_Name,VSPAERO_Rotor
Results_Timestamp,1730281810
Results_Date,10,30,2024
Results_Time,9,50,10
Angle,1.800000000000000000e+01,3.600000000000000000e+01,5.400000000000000000e+01,7.200000000000000000e+01,9.000000000000000000e+01,1.080000000000000000e+02,1.260000000000000000e+02,1.440000000000000000e+02,1.620000000000000000e+02,1.800000000000000000e+02,1.980000000000000000e+02,2.160000000000000000e+02,2.340000000000000000e+02,2.520000000000000000e+02,2.700000000000000000e+02,2.880000000000000000e+02,3.060000000000000000e+02,3.240000000000000000e+02,3.420000000000000000e+02,3.600000000000000000e+02,3.780000000000000000e+02,3.960000000000000000e+02,4.140000000000000000e+02,4.320000000000000000e+02,4.500000000000000000e+02,4.680000000000000000e+02,4.860000000000000000e+02,5.040000000000000000e+02,5.220000000000000000e+02,5.400000000000000000e+02,5.580000000000000000e+02,5.760000000000000000e+02,5.940000000000000000e+02,6.120000000000000000e+02,6.300000000000000000e+02,6.480000000000000000e+02,6.660000000000000000e+02,6.840000000000000000e+02,7.020000000000000000e+02,7.200000000000000000e+02,7.380000000000000000e+02,7.560000000000000000e+02,7.740000000000000000e+02,7.920000000000000000e+02,8.100000000000000000e+02,8.280000000000000000e+02,8.460000000000000000e+02,8.640000000000000000e+02,8.820000000000000000e+02,9.000000000000000000e+02,9.180000000000000000e+02,9.360000000000000000e+02,9.540000000000000000e+02,9.720000000000000000e+02,9.900000000000000000e+02,1.008000000000000000e+03,1.026000000000000000e+03,1.044000000000000000e+03,1.062000000000000000e+03,1.080000000000000000e+03
CP,1.227999999999999925e-02,1.835299999999999987e-01,1.341799999999999937e-01,1.316599999999999993e-01,1.334100000000000008e-01,1.362599999999999922e-01,1.368999999999999939e-01,1.414199999999999902e-01,1.362200000000000077e-01,1.426900000000000113e-01,1.394400000000000084e-01,1.430899999999999950e-01,1.425400000000000000e-01,1.439999999999999891e-01,1.401699999999999890e-01,1.441699999999999926e-01,1.491800000000000070e-01,1.453099999999999947e-01,1.375000000000000111e-01,1.451099999999999890e-01,1.445400000000000018e-01,1.338100000000000123e-01,1.381499999999999950e-01,1.330900000000000138e-01,1.318199999999999927e-01,1.432100000000000040e-01,1.375099999999999933e-01,1.401000000000000023e-01,1.388699999999999934e-01,1.395500000000000074e-01,1.385599999999999887e-01,1.388800000000000034e-01,1.389400000000000079e-01,1.394199999999999884e-01,1.380000000000000115e-01,1.394199999999999884e-01,1.382899999999999963e-01,1.354299999999999948e-01,1.351300000000000001e-01,1.358499999999999985e-01,1.351100000000000079e-01,1.380500000000000060e-01,1.374499999999999889e-01,1.396499999999999964e-01,1.407899999999999985e-01,1.424900000000000055e-01,1.426600000000000090e-01,1.375699999999999978e-01,1.417700000000000071e-01,1.429600000000000037e-01,1.393800000000000039e-01,1.405000000000000138e-01,1.424700000000000133e-01,1.397599999999999953e-01,1.365099999999999925e-01,1.348300000000000054e-01,1.338900000000000090e-01,1.330099999999999894e-01,1.330999999999999961e-01,1.338100000000000123e-01
CP_H,5.000000000000000104e-04,7.539999999999999827e-03,5.510000000000000141e-03,5.409999999999999878e-03,5.479999999999999628e-03,5.599999999999999943e-03,5.619999999999999996e-03,5.810000000000000060e-03,5.590000000000000351e-03,5.859999999999999758e-03,5.729999999999999850e-03,5.879999999999999810e-03,5.850000000000000165e-03,5.910000000000000323e-03,5.760000000000000363e-03,5.919999999999999915e-03,6.130000000000000032e-03,5.969999999999999613e-03,5.649999999999999641e-03,5.960000000000000020e-03,5.939999999999999968e-03,5.490000000000000088e-03,5.669999999999999693e-03,5.470000000000000036e-03,5.409999999999999878e-03,5.879999999999999810e-03,5.649999999999999641e-03,5.749999999999999903e-03,5.700000000000000205e-03,5.729999999999999850e-03,5.689999999999999745e-03,5.700000000000000205e-03,5.709999999999999798e-03,5.729999999999999850e-03,5.669999999999999693e-03,5.729999999999999850e-03,5.680000000000000153e-03,5.559999999999999838e-03,5.550000000000000246e-03,5.579999999999999891e-03,5.550000000000000246e-03,5.669999999999999693e-03,5.640000000000000048e-03,5.729999999999999850e-03,5.780000000000000415e-03,5.850000000000000165e-03,5.859999999999999758e-03,5.649999999999999641e-03,5.819999999999999653e-03,5.870000000000000218e-03,5.720000000000000258e-03,5.769999999999999955e-03,5.850000000000000165e-03,5.740000000000000310e-03,5.610000000000000403e-03,5.539999999999999786e-03,5.499999999999999681e-03,5.459999999999999576e-03,5.470000000000000036e-03,5.490000000000000088e-03
CQ,1.959999999999999937e-03,2.920999999999999985e-02,2.136000000000000051e-02,2.094999999999999987e-02,2.122999999999999887e-02,2.169000000000000095e-02,2.179000000000000034e-02,2.250999999999999876e-02,2.168000000000000135e-02,2.271000000000000102e-02,2.219000000000000139e-02,2.276999999999999857e-02,2.268999999999999836e-02,2.291999999999999940e-02,2.230999999999999997e-02,2.295000000000000165e-02,2.374000000000000069e-02,2.313000000000000125e-02,2.188000000000000014e-02,2.309999999999999901e-02,2.299999999999999961e-02,2.129999999999999949e-02,2.198999999999999913e-02,2.118000000000000091e-02,2.097999999999999865e-02,2.279000000000000123e-02,2.188000000000000014e-02,2.230000000000000038e-02,2.210000000000000159e-02,2.221000000000000058e-02,2.205000000000000016e-02,2.210000000000000159e-02,2.211000000000000118e-02,2.219000000000000139e-02,2.196000000000000035e-02,2.219000000000000139e-02,2.200999999999999832e-02,2.154999999999999971e-02,2.151000000000000134e-02,2.162000000000000033e-02,2.149999999999999828e-02,2.196999999999999995e-02,2.188000000000000014e-02,2.222999999999999976e-02,2.240999999999999936e-02,2.267999999999999877e-02,2.270000000000000143e-02,2.188999999999999974e-02,2.256000000000000019e-02,2.274999999999999939e-02,2.217999999999999833e-02,2.236000000000000140e-02,2.266999999999999918e-02,2.223999999999999935e-02,2.172999999999999932e-02,2.145999999999999991e-02,2.130999999999999908e-02,2.117000000000000132e-02,2.118000000000000091e-02,2.129999999999999949e-02
CQ_H,5.000000000000000104e-04,7.539999999999999827e-03,5.510000000000000141e-03,5.409999999999999878e-03,5.479999999999999628e-03,5.599999999999999943e-03,5.619999999999999996e-03,5.810000000000000060e-03,5.590000000000000351e-03,5.859999999999999758e-03,5.729999999999999850e-03,5.879999999999999810e-03,5.850000000000000165e-03,5.910000000000000323e-03,5.760000000000000363e-03,5.919999999999999915e-03,6.130000000000000032e-03,5.969999999999999613e-03,5.649999999999999641e-03,5.960000000000000020e-03,5.939999999999999968e-03,5.490000000000000088e-03,5.669999999999999693e-03,5.470000000000000036e-03,5.409999999999999878e-03,5.879999999999999810e-03,5.649999999999999641e-03,5.749999999999999903e-03,5.700000000000000205e-03,5.729999999999999850e-03,5.689999999999999745e-03,5.700000000000000205e-03,5.709999999999999798e-03,5.729999999999999850e-03,5.669999999999999693e-03,5.729999999999999850e-03,5.680000000000000153e-03,5.559999999999999838e-03,5.550000000000000246e-03,5.579999999999999891e-03,5.550000000000000246e-03,5.669999999999999693e-03,5.640000000000000048e-03,5.729999999999999850e-03,5.780000000000000415e-03,5.850000000000000165e-03,5.859999999999999758e-03,5.649999999999999641e-03,5.819999999999999653e-03,5.870000000000000218e-03,5.720000000000000258e-03,5.769999999999999955e-03,5.850000000000000165e-03,5.740000000000000310e-03,5.610000000000000403e-03,5.539999999999999786e-03,5.499999999999999681e-03,5.459999999999999576e-03,5.470000000000000036e-03,5.490000000000000088e-03
CT,8.934000000000000274e-02,2.024400000000000088e-01,1.687200000000000089e-01,1.655300000000000105e-01,1.659599999999999964e-01,1.660200000000000009e-01,1.662200000000000066e-01,1.687200000000000089e-01,1.631799999999999917e-01,1.666199999999999903e-01,1.618999999999999884e-01,1.632000000000000117e-01,1.615399999999999892e-01,1.615300000000000069e-01,1.581799999999999873e-01,1.607300000000000118e-01,1.623100000000000098e-01,1.594599999999999906e-01,1.548100000000000032e-01,1.602200000000000013e-01,1.579899999999999916e-01,1.550799999999999956e-01,1.578100000000000058e-01,1.526800000000000102e-01,1.511099999999999943e-01,1.446099999999999886e-01,1.410800000000000110e-01,1.423000000000000098e-01,1.417700000000000071e-01,1.418399999999999939e-01,1.416399999999999881e-01,1.417499999999999871e-01,1.415800000000000114e-01,1.415700000000000014e-01,1.406900000000000095e-01,1.418000000000000094e-01,1.422599999999999976e-01,1.417499999999999871e-01,1.420200000000000073e-01,1.429600000000000037e-01,1.448500000000000065e-01,1.461600000000000121e-01,1.447199999999999875e-01,1.455899999999999972e-01,1.439900000000000069e-01,1.423599999999999866e-01,1.422899999999999998e-01,1.429700000000000137e-01,1.428500000000000048e-01,1.408999999999999975e-01,1.420299999999999896e-01,1.418399999999999939e-01,1.425200000000000078e-01,1.427299999999999958e-01,1.408899999999999875e-01,1.411799999999999999e-01,1.408500000000000030e-01,1.409700000000000120e-01,1.409400000000000097e-01,1.409999999999999865e-01
CT_H,1.153000000000000032e-02,2.612000000000000086e-02,2.177000000000000116e-02,2.135000000000000092e-02,2.140999999999999848e-02,2.142000000000000154e-02,2.144000000000000072e-02,2.177000000000000116e-02,2.104999999999999927e-02,2.148999999999999869e-02,2.088999999999999885e-02,2.104999999999999927e-02,2.084000000000000088e-02,2.084000000000000088e-02,2.041000000000000106e-02,2.074000000000000149e-02,2.094000000000000028e-02,2.057000000000000148e-02,1.997000000000000164e-02,2.067000000000000087e-02,2.037999999999999881e-02,2.001000000000000001e-02,2.035999999999999963e-02,1.969999999999999876e-02,1.949000000000000038e-02,1.865999999999999950e-02,1.820000000000000090e-02,1.836000000000000132e-02,1.829000000000000070e-02,1.830000000000000029e-02,1.827000000000000152e-02,1.829000000000000070e-02,1.825999999999999845e-02,1.825999999999999845e-02,1.814999999999999947e-02,1.829000000000000070e-02,1.835000000000000173e-02,1.829000000000000070e-02,1.831999999999999948e-02,1.844000000000000153e-02,1.868999999999999828e-02,1.885999999999999829e-02,1.866999999999999910e-02,1.878000000000000155e-02,1.857999999999999929e-02,1.837000000000000091e-02,1.836000000000000132e-02,1.844000000000000153e-02,1.842999999999999847e-02,1.818000000000000171e-02,1.831999999999999948e-02,1.830000000000000029e-02,1.839000000000000010e-02,1.840999999999999928e-02,1.818000000000000171e-02,1.821000000000000049e-02,1.816999999999999865e-02,1.819000000000000131e-02,1.818000000000000171e-02,1.819000000000000131e-02
Diameter,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01,2.540000000000000036e-01
EtaP,3.435670000000000002e+00,5.211200000000000276e-01,5.940499999999999670e-01,5.939600000000000435e-01,5.877099999999999547e-01,5.756200000000000205e-01,5.736299999999999732e-01,5.636499999999999844e-01,5.659300000000000441e-01,5.516699999999999937e-01,5.485400000000000276e-01,5.388500000000000512e-01,5.354400000000000270e-01,5.299300000000000122e-01,5.331399999999999473e-01,5.266999999999999460e-01,5.140000000000000124e-01,5.184600000000000319e-01,5.319500000000000339e-01,5.216300000000000381e-01,5.164299999999999446e-01,5.475499999999999812e-01,5.396600000000000286e-01,5.419899999999999718e-01,5.415600000000000414e-01,4.770499999999999741e-01,4.847199999999999842e-01,4.798700000000000188e-01,4.823000000000000065e-01,4.801799999999999957e-01,4.829399999999999804e-01,4.821900000000000075e-01,4.814100000000000046e-01,4.797299999999999898e-01,4.816599999999999770e-01,4.805200000000000027e-01,4.859800000000000231e-01,4.945100000000000051e-01,4.965100000000000069e-01,4.971900000000000208e-01,5.064699999999999758e-01,5.001900000000000235e-01,4.974199999999999733e-01,4.925300000000000233e-01,4.832000000000000184e-01,4.720300000000000051e-01,4.712299999999999822e-01,4.909800000000000275e-01,4.760599999999999832e-01,4.656399999999999983e-01,4.814100000000000046e-01,4.769300000000000206e-01,4.726099999999999746e-01,4.824899999999999745e-01,4.876199999999999979e-01,4.947099999999999831e-01,4.969899999999999873e-01,5.007099999999999884e-01,5.002699999999999925e-01,4.978400000000000047e-01
FOM,1.734290000000000109e+00,3.959799999999999986e-01,4.121000000000000218e-01,4.081199999999999828e-01,4.043499999999999872e-01,3.961000000000000076e-01,3.949699999999999878e-01,3.910000000000000142e-01,3.860899999999999888e-01,3.803000000000000269e-01,3.727599999999999802e-01,3.676300000000000123e-01,3.634499999999999953e-01,3.596900000000000097e-01,3.581099999999999839e-01,3.566199999999999926e-01,3.497199999999999753e-01,3.496500000000000163e-01,3.534800000000000164e-01,3.526199999999999890e-01,3.466799999999999882e-01,3.641699999999999937e-01,3.620599999999999929e-01,3.576699999999999879e-01,3.555300000000000127e-01,3.063699999999999757e-01,3.074799999999999756e-01,3.057199999999999918e-01,3.066900000000000182e-01,3.054200000000000248e-01,3.069600000000000106e-01,3.065899999999999737e-01,3.059200000000000252e-01,3.048399999999999999e-01,3.051200000000000023e-01,3.055899999999999728e-01,3.095600000000000018e-01,3.144399999999999973e-01,3.160000000000000031e-01,3.174899999999999944e-01,3.255399999999999960e-01,3.229500000000000148e-01,3.195700000000000207e-01,3.173799999999999955e-01,3.096599999999999908e-01,3.007900000000000018e-01,3.002099999999999769e-01,3.135200000000000209e-01,3.038799999999999835e-01,2.951900000000000079e-01,3.064000000000000057e-01,3.033500000000000085e-01,3.013199999999999767e-01,3.078500000000000125e-01,3.091099999999999959e-01,3.139299999999999868e-01,3.150100000000000122e-01,3.174899999999999944e-01,3.171900000000000275e-01,3.157099999999999906e-01
